gene,MitoPathways
AFG1L,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases"
ATP5IF1,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits
ATP5PB,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits
COX7C,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits
CHCHD3,Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions
COQ10B,Metabolism > Metals and cofactors > Coenzyme Q metabolism
ACSF3,Metabolism > Lipid metabolism > Type II fatty acid synthesis
POLDIP2,Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid
SLC25A10,Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Small molecule transport > SLC25A family
SLC25A13,Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Metabolism > Amino acid metabolism > Urea cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > SLC25A family
PDK3,Metabolism > Carbohydrate metabolism > Pyruvate metabolism
ME3,Metabolism > Carbohydrate metabolism > TCA-associated
MRPL22,Mitochondrial central dogma > Translation > Mitochondrial ribosome
IDH2,Metabolism > Carbohydrate metabolism > TCA cycle
GCDH,Metabolism > Amino acid metabolism > Lysine metabolism
MRPL47,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation > Mitochondrial ribosome
PPA2,Mitochondrial central dogma > mtDNA maintenance | Mitochondrial central dogma > mtRNA metabolism | Mitochondrial central dogma > Translation | Metabolism > Nucleotide metabolism
MRPL9,Mitochondrial central dogma > Translation > Mitochondrial ribosome
CHCHD10,0
WARS2,Mitochondrial central dogma > Translation > mt-tRNA synthetases
SLC25A19,Metabolism > Vitamin metabolism > Vitamin B1 metabolism | Small molecule transport > SLC25A family
CBR4,Metabolism > Lipid metabolism > Type II fatty acid synthesis
SMDT1,Signaling > Calcium homeostasis > Calcium cycle | Small molecule transport > Calcium uniporter
HAGH,Metabolism > Detoxification > ROS and glutathione metabolism
COX7A1,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits
MTG1,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
COX14,Mitochondrial central dogma > Translation > Translation factors | OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors
NDUFA12,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits
MRPS16,Mitochondrial central dogma > Translation > Mitochondrial ribosome
MTERF2,Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid
ETFRF1,"Metabolism > Electron carriers > Q-linked reactions, other"
GPD2,"Metabolism > Carbohydrate metabolism > Glycerol phosphate shuttle | Metabolism > Electron carriers > Q-linked reactions, other"
NDUFA10,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits
NDUFC2,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits
SLIRP,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation
MT-ATP6,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits
MT-CO2,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits
TIMM21,"Mitochondrial central dogma > Translation > Translation factors | Protein import, sorting and homeostasis > Protein import and sorting > TIM23 presequence pathway | OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors"
NDUFA8,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits
GLS,Metabolism > Amino acid metabolism > Glutamate metabolism
NDUFB11,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits
DHTKD1,Metabolism > Amino acid metabolism > Lysine metabolism
FAHD2A,0
HSD17B8,"Metabolism > Lipid metabolism > Type II fatty acid synthesis | Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis"
HINT2,"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis"
MRPS5,Mitochondrial central dogma > Translation > Mitochondrial ribosome
C6ORF136,0
SPRYD4,0
LIPT2,Metabolism > Lipid metabolism > Lipoate insertion
DECR1,Metabolism > Lipid metabolism > Fatty acid oxidation
MRPS26,Mitochondrial central dogma > Translation > Mitochondrial ribosome
SLC25A15,Metabolism > Amino acid metabolism > Urea cycle | Small molecule transport > SLC25A family
NDUFV3,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits
BPHL,Metabolism > Detoxification > Xenobiotic metabolism
STOML2,"Protein import, sorting and homeostasis > Protein homeostasis"
MSRB2,Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Sulfur metabolism
LACTB,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Metabolism > Lipid metabolism > Phospholipid metabolism"
TOMM40,"Protein import, sorting and homeostasis > Protein import and sorting > TOM"
SLC25A25,Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > SLC25A family
ADCK5,0
ACAD10,Metabolism > Lipid metabolism > Fatty acid oxidation
VWA8,0
CCDC90B,0
DNAJC11,"Protein import, sorting and homeostasis > Protein import and sorting | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions"
ALKBH7,0
GLDC,Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Amino acid metabolism > Glycine cleavage system
MPC1L,Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > Pyruvate metabolism | Metabolism > Carbohydrate metabolism > TCA-associated | Small molecule transport
THEM4,Metabolism > Lipid metabolism
SSBP1,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid
MRPL27,Mitochondrial central dogma > Translation > Mitochondrial ribosome
HSCB,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis
MRPS10,Mitochondrial central dogma > Translation > Mitochondrial ribosome
AK4,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing
ATAD3A,Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid | Mitochondrial dynamics and surveillance > Organelle contact sites | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions
MRPL37,Mitochondrial central dogma > Translation > Mitochondrial ribosome
PTGES2,Metabolism > Lipid metabolism > Eicosanoid metabolism
TXNRD2,Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Detoxification > Selenoproteins
ACSM5,Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Detoxification > Xenobiotic metabolism
CISD1,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins
MRPL41,Mitochondrial central dogma > Translation > Mitochondrial ribosome
MTARC2,Metabolism > Metals and cofactors > Molybdenum cofactor synthesis and proteins | Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > Amidoxime reducing complex
MRPS6,Mitochondrial central dogma > Translation > Mitochondrial ribosome
MRPL23,Mitochondrial central dogma > Translation > Mitochondrial ribosome
SQOR,"Metabolism > Electron carriers > Q-linked reactions, other | Metabolism > Sulfur metabolism"
SCO1,OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Copper metabolism | OXPHOS > OXPHOS assembly factors
GCAT,Metabolism > Amino acid metabolism > Glycine metabolism
MTHFD1L,Metabolism > Vitamin metabolism > Folate and 1-C metabolism
ECI2,Metabolism > Lipid metabolism > Fatty acid oxidation
UQCRB,OXPHOS > Complex III > CIII subunits | OXPHOS > OXPHOS subunits
ATP5PD,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits
ATP5MG,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits | Mitochondrial dynamics and surveillance > Cristae formation
CCDC58,0
MCCC2,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism
MCEE,Metabolism > Carbohydrate metabolism > Propanoate metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation
MOCS1,Metabolism > Metals and cofactors > Molybdenum cofactor synthesis and proteins
MMUT,Metabolism > Carbohydrate metabolism > Propanoate metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Vitamin metabolism > Vitamin B12 metabolism
SLC25A51,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism | Small molecule transport > SLC25A family
SPG7,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases"
ATP5MC3,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits
ATAD1,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases"
OXNAD1,0
MTG2,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly
DARS2,Mitochondrial central dogma > Translation > mt-tRNA synthetases
MRPL51,Mitochondrial central dogma > Translation > Mitochondrial ribosome
PC,Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > TCA-associated | Metabolism > Vitamin metabolism > Biotin utilizing proteins
CLYBL,Metabolism > Carbohydrate metabolism > Itaconate metabolism
PNPLA8,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism
MLYCD,Metabolism > Lipid metabolism
PYURF,0
TIMM17B,"Protein import, sorting and homeostasis > Protein import and sorting > TIM23 presequence pathway"
MRPL32,Mitochondrial central dogma > Translation > Mitochondrial ribosome
SLC25A26,Small molecule transport > SLC25A family
PRODH2,"Metabolism > Amino acid metabolism > Glyoxylate metabolism | Metabolism > Electron carriers > Q-linked reactions, other"
NIT2,Metabolism > Detoxification
FDX2,Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins
ME2,Metabolism > Carbohydrate metabolism > TCA-associated
TUFM,Mitochondrial central dogma > Translation > Translation factors
COX6A2,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits
SLC30A9,Small molecule transport
TAMM41,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism
TIMM23,"Protein import, sorting and homeostasis > Protein import and sorting > TIM23 presequence pathway"
RMND1,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation
MFN2,Mitochondrial dynamics and surveillance > Fusion | Mitochondrial dynamics and surveillance > Organelle contact sites
DNLZ,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones"
CHCHD4,"Protein import, sorting and homeostasis > Protein import and sorting > MIA40"
NDUFAB1,OXPHOS > Complex I > CI subunits | Metabolism > Lipid metabolism > Type II fatty acid synthesis | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | OXPHOS > OXPHOS subunits
ACSM1,Metabolism > Lipid metabolism > Fatty acid oxidation
COA5,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors
COQ2,Metabolism > Metals and cofactors > Coenzyme Q metabolism
PDSS2,Metabolism > Metals and cofactors > Coenzyme Q metabolism
EHHADH,Metabolism > Lipid metabolism
NDUFS3,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits
ABCB10,Metabolism > Metals and cofactors > Heme synthesis and processing | Small molecule transport > ABC transporters
CKMT2,Metabolism > Nucleotide metabolism > Creatine metabolism
MRPS25,Mitochondrial central dogma > Translation > Mitochondrial ribosome
ACAD9,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors
COX16,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors
FAM210A,0
ACOT13,Metabolism > Lipid metabolism
CPT1A,Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Metals and cofactors > Carnitine synthesis and transport | Metabolism > Metals and cofactors > Carnitine shuttle
GK,
DHRS4,Metabolism > Vitamin metabolism > Vitamin A metabolism
PRELID2,0
CARS2,Mitochondrial central dogma > Translation > mt-tRNA synthetases
NIPSNAP2,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy
NDUFB7,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits
MICOS13,Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex
GLRX2,Metabolism > Metals and cofactors > Fe-S-containing proteins | Metabolism > Vitamin metabolism > Vitamin C metabolism | Metabolism > Detoxification > ROS and glutathione metabolism
MRPS30,Mitochondrial central dogma > Translation > Mitochondrial ribosome
SCO2,OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Copper metabolism | OXPHOS > OXPHOS assembly factors
HSD17B10,"Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism"
NARS2,Mitochondrial central dogma > Translation > mt-tRNA synthetases
RPUSD3,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications
SUOX,Metabolism > Metals and cofactors > Molybdenum cofactor synthesis and proteins | Metabolism > Sulfur metabolism
SARDH,Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism
RIDA,0
COX8A,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits
SPR,Metabolism > Metals and cofactors > Tetrahydrobiopterin synthesis
MPV17,Small molecule transport
ZADH2,Metabolism > Lipid metabolism > Eicosanoid metabolism
MRPL18,Mitochondrial central dogma > Translation > Mitochondrial ribosome
ALDH1B1,Metabolism > Detoxification > Xenobiotic metabolism
CHCHD1,Mitochondrial central dogma > Translation > Mitochondrial ribosome
TIMM8A,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones | Protein import, sorting and homeostasis > Protein import and sorting"
VDAC3,Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Small molecule transport
SLC25A24,Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > SLC25A family
MPC1,Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > Pyruvate metabolism | Metabolism > Carbohydrate metabolism > TCA-associated | Small molecule transport
SLC25A22,Small molecule transport > SLC25A family
SLC25A31,Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Small molecule transport > SLC25A family
SLC25A18,Small molecule transport > SLC25A family
TRNT1,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications
IDE,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases"
GSTK1,Metabolism > Detoxification > Xenobiotic metabolism
VARS2,Mitochondrial central dogma > Translation > mt-tRNA synthetases
HSPE1,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones"
MRPL54,Mitochondrial central dogma > Translation > Mitochondrial ribosome
MRPL38,Mitochondrial central dogma > Translation > Mitochondrial ribosome
MRPL58,Mitochondrial central dogma > Translation > Mitochondrial ribosome | Mitochondrial central dogma > Translation > Translation factors
